Hoàn tất import: Thêm 0, Cập nhập 215, Bỏ qua 35, Lỗi 2.

index	result	action	employee_code	message
103	SUCCESS	UPDATE_CHANGED	00051	Sẽ cập nhập
104	SUCCESS	UPDATE_CHANGED	00104	Sẽ cập nhập
105	SUCCESS	UPDATE_CHANGED	00139	Sẽ cập nhập
106	SUCCESS	UPDATE_CHANGED	00222	Sẽ cập nhập
107	SUCCESS	UPDATE_CHANGED	00225	Sẽ cập nhập
108	SUCCESS	UPDATE_CHANGED	00243	Sẽ cập nhập
109	SUCCESS	UPDATE_CHANGED	00004	Sẽ cập nhập
110	SUCCESS	UPDATE_CHANGED	00010	Sẽ cập nhập
111	SUCCESS	UPDATE_CHANGED	00042	Sẽ cập nhập
112	SUCCESS	UPDATE_CHANGED	00051	Sẽ cập nhập
113	SUCCESS	UPDATE_CHANGED	00104	Sẽ cập nhập
114	SUCCESS	UPDATE_CHANGED	00139	Sẽ cập nhập
115	SUCCESS	UPDATE_CHANGED	00222	Sẽ cập nhập
116	SUCCESS	UPDATE_CHANGED	00225	Sẽ cập nhập
117	SUCCESS	UPDATE_CHANGED	00243	Sẽ cập nhập
118	SKIPPED	SKIP_NO_CHANGE	00004	Không thay đổi.
119	SKIPPED	SKIP_NO_CHANGE	00010	Không thay đổi.
120	SKIPPED	SKIP_NO_CHANGE	00042	Không thay đổi.
121	SKIPPED	SKIP_NO_CHANGE	00051	Không thay đổi.
122	SKIPPED	SKIP_NO_CHANGE	00104	Không thay đổi.
123	SKIPPED	SKIP_NO_CHANGE	00139	Không thay đổi.
124	SKIPPED	SKIP_NO_CHANGE	00222	Không thay đổi.
125	SKIPPED	SKIP_NO_CHANGE	00225	Không thay đổi.
126	SKIPPED	SKIP_NO_CHANGE	00243	Không thay đổi.
127	SUCCESS	UPDATE_CHANGED	00004	Sẽ cập nhập
128	SUCCESS	UPDATE_CHANGED	00010	Sẽ cập nhập
129	SUCCESS	UPDATE_CHANGED	00042	Sẽ cập nhập
130	SUCCESS	UPDATE_CHANGED	00051	Sẽ cập nhập
131	SUCCESS	UPDATE_CHANGED	00104	Sẽ cập nhập
132	SUCCESS	UPDATE_CHANGED	00139	Sẽ cập nhập
133	SUCCESS	UPDATE_CHANGED	00222	Sẽ cập nhập
134	SUCCESS	UPDATE_CHANGED	00225	Sẽ cập nhập
135	SUCCESS	UPDATE_CHANGED	00243	Sẽ cập nhập
136	SUCCESS	UPDATE_CHANGED	00004	Sẽ cập nhập
137	SUCCESS	UPDATE_CHANGED	00010	Sẽ cập nhập
138	SUCCESS	UPDATE_CHANGED	00042	Sẽ cập nhập
139	SUCCESS	UPDATE_CHANGED	00051	Sẽ cập nhập
140	SUCCESS	UPDATE_CHANGED	00104	Sẽ cập nhập
141	SUCCESS	UPDATE_CHANGED	00139	Sẽ cập nhập
142	SUCCESS	UPDATE_CHANGED	00222	Sẽ cập nhập
143	SUCCESS	UPDATE_CHANGED	00225	Sẽ cập nhập
144	SUCCESS	UPDATE_CHANGED	00243	Sẽ cập nhập
145	SUCCESS	UPDATE_CHANGED	00004	Sẽ cập nhập
146	SUCCESS	UPDATE_CHANGED	00010	Sẽ cập nhập
147	SUCCESS	UPDATE_CHANGED	00042	Sẽ cập nhập
148	SUCCESS	UPDATE_CHANGED	00051	Sẽ cập nhập
149	SUCCESS	UPDATE_CHANGED	00104	Sẽ cập nhập
150	SUCCESS	UPDATE_CHANGED	00139	Sẽ cập nhập
151	SUCCESS	UPDATE_CHANGED	00222	Sẽ cập nhập
152	SUCCESS	UPDATE_CHANGED	00225	Sẽ cập nhập
153	SUCCESS	UPDATE_CHANGED	00243	Sẽ cập nhập
154	SUCCESS	UPDATE_CHANGED	00004	Sẽ cập nhập
155	SUCCESS	UPDATE_CHANGED	00010	Sẽ cập nhập
156	INVALID	SKIP_INVALID	00042	Thiếu Mã nv hoặc Ngày.
157	SUCCESS	UPDATE_CHANGED	00051	Sẽ cập nhập
158	SUCCESS	UPDATE_CHANGED	00104	Sẽ cập nhập
159	SUCCESS	UPDATE_CHANGED	00139	Sẽ cập nhập
160	SUCCESS	UPDATE_CHANGED	00222	Sẽ cập nhập
161	SUCCESS	UPDATE_CHANGED	00225	Sẽ cập nhập
162	SUCCESS	UPDATE_CHANGED	00243	Sẽ cập nhập
163	SUCCESS	UPDATE_CHANGED	00004	Sẽ cập nhập
164	SUCCESS	UPDATE_CHANGED	00010	Sẽ cập nhập
165	SUCCESS	UPDATE_CHANGED	00042	Sẽ cập nhập
166	SUCCESS	UPDATE_CHANGED	00051	Sẽ cập nhập
167	SUCCESS	UPDATE_CHANGED	00104	Sẽ cập nhập
168	SUCCESS	UPDATE_CHANGED	00139	Sẽ cập nhập
169	SUCCESS	UPDATE_CHANGED	00222	Sẽ cập nhập
170	SUCCESS	UPDATE_CHANGED	00225	Sẽ cập nhập
171	SUCCESS	UPDATE_CHANGED	00243	Sẽ cập nhập
172	SUCCESS	UPDATE_CHANGED	00004	Sẽ cập nhập
173	SUCCESS	UPDATE_CHANGED	00010	Sẽ cập nhập
174	SUCCESS	UPDATE_CHANGED	00042	Sẽ cập nhập
175	SUCCESS	UPDATE_CHANGED	00051	Sẽ cập nhập
176	SUCCESS	UPDATE_CHANGED	00104	Sẽ cập nhập
177	SUCCESS	UPDATE_CHANGED	00139	Sẽ cập nhập
178	SUCCESS	UPDATE_CHANGED	00222	Sẽ cập nhập
179	SUCCESS	UPDATE_CHANGED	00225	Sẽ cập nhập
180	SUCCESS	UPDATE_CHANGED	00243	Sẽ cập nhập
181	SKIPPED	SKIP_NO_CHANGE	00004	Không thay đổi.
182	SKIPPED	SKIP_NO_CHANGE	00010	Không thay đổi.
183	SKIPPED	SKIP_NO_CHANGE	00042	Không thay đổi.
184	SKIPPED	SKIP_NO_CHANGE	00051	Không thay đổi.
185	SKIPPED	SKIP_NO_CHANGE	00104	Không thay đổi.
186	SKIPPED	SKIP_NO_CHANGE	00139	Không thay đổi.
187	SKIPPED	SKIP_NO_CHANGE	00222	Không thay đổi.
188	SKIPPED	SKIP_NO_CHANGE	00225	Không thay đổi.
189	SKIPPED	SKIP_NO_CHANGE	00243	Không thay đổi.
190	SUCCESS	UPDATE_CHANGED	00004	Sẽ cập nhập
191	SUCCESS	UPDATE_CHANGED	00010	Sẽ cập nhập
192	SUCCESS	UPDATE_CHANGED	00042	Sẽ cập nhập
193	SUCCESS	UPDATE_CHANGED	00051	Sẽ cập nhập
194	SUCCESS	UPDATE_CHANGED	00104	Sẽ cập nhập
195	SUCCESS	UPDATE_CHANGED	00139	Sẽ cập nhập
196	SUCCESS	UPDATE_CHANGED	00222	Sẽ cập nhập
197	SUCCESS	UPDATE_CHANGED	00225	Sẽ cập nhập
198	SUCCESS	UPDATE_CHANGED	00243	Sẽ cập nhập
199	SUCCESS	UPDATE_CHANGED	00004	Sẽ cập nhập
200	SUCCESS	UPDATE_CHANGED	00010	Sẽ cập nhập
201	SUCCESS	UPDATE_CHANGED	00042	Sẽ cập nhập
202	SUCCESS	UPDATE_CHANGED	00051	Sẽ cập nhập
203	SUCCESS	UPDATE_CHANGED	00104	Sẽ cập nhập
204	SUCCESS	UPDATE_CHANGED	00139	Sẽ cập nhập
205	SUCCESS	UPDATE_CHANGED	00222	Sẽ cập nhập
206	SUCCESS	UPDATE_CHANGED	00225	Sẽ cập nhập
207	SUCCESS	UPDATE_CHANGED	00243	Sẽ cập nhập
208	SUCCESS	UPDATE_CHANGED	00004	Sẽ cập nhập
209	SUCCESS	UPDATE_CHANGED	00010	Sẽ cập nhập
210	SUCCESS	UPDATE_CHANGED	00042	Sẽ cập nhập
211	SUCCESS	UPDATE_CHANGED	00051	Sẽ cập nhập
212	SUCCESS	UPDATE_CHANGED	00104	Sẽ cập nhập
213	SUCCESS	UPDATE_CHANGED	00139	Sẽ cập nhập
214	SUCCESS	UPDATE_CHANGED	00222	Sẽ cập nhập
215	SUCCESS	UPDATE_CHANGED	00225	Sẽ cập nhập
216	SUCCESS	UPDATE_CHANGED	00243	Sẽ cập nhập
217	SUCCESS	UPDATE_CHANGED	00004	Sẽ cập nhập
218	SUCCESS	UPDATE_CHANGED	00010	Sẽ cập nhập
219	SUCCESS	UPDATE_CHANGED	00042	Sẽ cập nhập
220	SUCCESS	UPDATE_CHANGED	00051	Sẽ cập nhập
221	SUCCESS	UPDATE_CHANGED	00104	Sẽ cập nhập
222	SUCCESS	UPDATE_CHANGED	00139	Sẽ cập nhập
223	SUCCESS	UPDATE_CHANGED	00222	Sẽ cập nhập
224	SUCCESS	UPDATE_CHANGED	00225	Sẽ cập nhập
225	SUCCESS	UPDATE_CHANGED	00243	Sẽ cập nhập
226	SUCCESS	UPDATE_CHANGED	00004	Sẽ cập nhập
227	SUCCESS	UPDATE_CHANGED	00010	Sẽ cập nhập
228	SUCCESS	UPDATE_CHANGED	00042	Sẽ cập nhập
229	SUCCESS	UPDATE_CHANGED	00051	Sẽ cập nhập
230	SUCCESS	UPDATE_CHANGED	00104	Sẽ cập nhập
231	SUCCESS	UPDATE_CHANGED	00139	Sẽ cập nhập
232	SUCCESS	UPDATE_CHANGED	00222	Sẽ cập nhập
233	SUCCESS	UPDATE_CHANGED	00225	Sẽ cập nhập
234	SUCCESS	UPDATE_CHANGED	00243	Sẽ cập nhập
235	SUCCESS	UPDATE_CHANGED	00004	Sẽ cập nhập
236	SUCCESS	UPDATE_CHANGED	00010	Sẽ cập nhập
237	SUCCESS	UPDATE_CHANGED	00042	Sẽ cập nhập
238	SUCCESS	UPDATE_CHANGED	00051	Sẽ cập nhập
239	SUCCESS	UPDATE_CHANGED	00104	Sẽ cập nhập
240	SUCCESS	UPDATE_CHANGED	00139	Sẽ cập nhập
241	SUCCESS	UPDATE_CHANGED	00222	Sẽ cập nhập
242	SUCCESS	UPDATE_CHANGED	00225	Sẽ cập nhập
243	SUCCESS	UPDATE_CHANGED	00243	Sẽ cập nhập
244	SKIPPED	SKIP_NO_CHANGE	00004	Không thay đổi.
245	SKIPPED	SKIP_NO_CHANGE	00010	Không thay đổi.
246	INVALID	SKIP_INVALID	00042	Thiếu Mã nv hoặc Ngày.
247	SKIPPED	SKIP_NO_CHANGE	00051	Không thay đổi.
248	SKIPPED	SKIP_NO_CHANGE	00104	Không thay đổi.
249	SKIPPED	SKIP_NO_CHANGE	00139	Không thay đổi.
250	SKIPPED	SKIP_NO_CHANGE	00222	Không thay đổi.
251	SKIPPED	SKIP_NO_CHANGE	00225	Không thay đổi.
252	SKIPPED	SKIP_NO_CHANGE	00243	Không thay đổi.
