Hoàn tất import: Thêm 0, Cập nhập 279, Bỏ qua 0, Lỗi 0.

index	result	action	employee_code	message
58	SUCCESS	UPDATE_CHANGED	00051	Sẽ cập nhập
59	SUCCESS	UPDATE_CHANGED	00104	Sẽ cập nhập
60	SUCCESS	UPDATE_CHANGED	00139	Sẽ cập nhập
61	SUCCESS	UPDATE_CHANGED	00222	Sẽ cập nhập
62	SUCCESS	UPDATE_CHANGED	00225	Sẽ cập nhập
63	SUCCESS	UPDATE_CHANGED	00243	Sẽ cập nhập
64	SUCCESS	UPDATE_CHANGED	00004	Sẽ cập nhập
65	SUCCESS	UPDATE_CHANGED	00010	Sẽ cập nhập
66	SUCCESS	UPDATE_CHANGED	00042	Sẽ cập nhập
67	SUCCESS	UPDATE_CHANGED	00051	Sẽ cập nhập
68	SUCCESS	UPDATE_CHANGED	00104	Sẽ cập nhập
69	SUCCESS	UPDATE_CHANGED	00139	Sẽ cập nhập
70	SUCCESS	UPDATE_CHANGED	00222	Sẽ cập nhập
71	SUCCESS	UPDATE_CHANGED	00225	Sẽ cập nhập
72	SUCCESS	UPDATE_CHANGED	00243	Sẽ cập nhập
73	SUCCESS	UPDATE_CHANGED	00004	Sẽ cập nhập
74	SUCCESS	UPDATE_CHANGED	00010	Sẽ cập nhập
75	SUCCESS	UPDATE_CHANGED	00042	Sẽ cập nhập
76	SUCCESS	UPDATE_CHANGED	00051	Sẽ cập nhập
77	SUCCESS	UPDATE_CHANGED	00104	Sẽ cập nhập
78	SUCCESS	UPDATE_CHANGED	00139	Sẽ cập nhập
79	SUCCESS	UPDATE_CHANGED	00222	Sẽ cập nhập
80	SUCCESS	UPDATE_CHANGED	00225	Sẽ cập nhập
81	SUCCESS	UPDATE_CHANGED	00243	Sẽ cập nhập
82	SUCCESS	UPDATE_CHANGED	00004	Sẽ cập nhập
83	SUCCESS	UPDATE_CHANGED	00010	Sẽ cập nhập
84	SUCCESS	UPDATE_CHANGED	00042	Sẽ cập nhập
85	SUCCESS	UPDATE_CHANGED	00051	Sẽ cập nhập
86	SUCCESS	UPDATE_CHANGED	00104	Sẽ cập nhập
87	SUCCESS	UPDATE_CHANGED	00139	Sẽ cập nhập
88	SUCCESS	UPDATE_CHANGED	00222	Sẽ cập nhập
89	SUCCESS	UPDATE_CHANGED	00225	Sẽ cập nhập
90	SUCCESS	UPDATE_CHANGED	00243	Sẽ cập nhập
91	SUCCESS	UPDATE_CHANGED	00004	Sẽ cập nhập
92	SUCCESS	UPDATE_CHANGED	00010	Sẽ cập nhập
93	SUCCESS	UPDATE_CHANGED	00042	Sẽ cập nhập
94	SUCCESS	UPDATE_CHANGED	00051	Sẽ cập nhập
95	SUCCESS	UPDATE_CHANGED	00104	Sẽ cập nhập
96	SUCCESS	UPDATE_CHANGED	00139	Sẽ cập nhập
97	SUCCESS	UPDATE_CHANGED	00222	Sẽ cập nhập
98	SUCCESS	UPDATE_CHANGED	00225	Sẽ cập nhập
99	SUCCESS	UPDATE_CHANGED	00243	Sẽ cập nhập
100	SUCCESS	UPDATE_CHANGED	00004	Sẽ cập nhập
101	SUCCESS	UPDATE_CHANGED	00010	Sẽ cập nhập
102	SUCCESS	UPDATE_CHANGED	00042	Sẽ cập nhập
103	SUCCESS	UPDATE_CHANGED	00051	Sẽ cập nhập
104	SUCCESS	UPDATE_CHANGED	00104	Sẽ cập nhập
105	SUCCESS	UPDATE_CHANGED	00139	Sẽ cập nhập
106	SUCCESS	UPDATE_CHANGED	00222	Sẽ cập nhập
107	SUCCESS	UPDATE_CHANGED	00225	Sẽ cập nhập
108	SUCCESS	UPDATE_CHANGED	00243	Sẽ cập nhập
109	SUCCESS	UPDATE_CHANGED	00004	Sẽ cập nhập
110	SUCCESS	UPDATE_CHANGED	00010	Sẽ cập nhập
111	SUCCESS	UPDATE_CHANGED	00042	Sẽ cập nhập
112	SUCCESS	UPDATE_CHANGED	00051	Sẽ cập nhập
113	SUCCESS	UPDATE_CHANGED	00104	Sẽ cập nhập
114	SUCCESS	UPDATE_CHANGED	00139	Sẽ cập nhập
115	SUCCESS	UPDATE_CHANGED	00222	Sẽ cập nhập
116	SUCCESS	UPDATE_CHANGED	00225	Sẽ cập nhập
117	SUCCESS	UPDATE_CHANGED	00243	Sẽ cập nhập
118	SUCCESS	UPDATE_CHANGED	00004	Sẽ cập nhập
119	SUCCESS	UPDATE_CHANGED	00010	Sẽ cập nhập
120	SUCCESS	UPDATE_CHANGED	00042	Sẽ cập nhập
121	SUCCESS	UPDATE_CHANGED	00051	Sẽ cập nhập
122	SUCCESS	UPDATE_CHANGED	00104	Sẽ cập nhập
123	SUCCESS	UPDATE_CHANGED	00139	Sẽ cập nhập
124	SUCCESS	UPDATE_CHANGED	00222	Sẽ cập nhập
125	SUCCESS	UPDATE_CHANGED	00225	Sẽ cập nhập
126	SUCCESS	UPDATE_CHANGED	00243	Sẽ cập nhập
127	SUCCESS	UPDATE_CHANGED	00004	Sẽ cập nhập
128	SUCCESS	UPDATE_CHANGED	00010	Sẽ cập nhập
129	SUCCESS	UPDATE_CHANGED	00042	Sẽ cập nhập
130	SUCCESS	UPDATE_CHANGED	00051	Sẽ cập nhập
131	SUCCESS	UPDATE_CHANGED	00104	Sẽ cập nhập
132	SUCCESS	UPDATE_CHANGED	00139	Sẽ cập nhập
133	SUCCESS	UPDATE_CHANGED	00222	Sẽ cập nhập
134	SUCCESS	UPDATE_CHANGED	00225	Sẽ cập nhập
135	SUCCESS	UPDATE_CHANGED	00243	Sẽ cập nhập
136	SUCCESS	UPDATE_CHANGED	00004	Sẽ cập nhập
137	SUCCESS	UPDATE_CHANGED	00010	Sẽ cập nhập
138	SUCCESS	UPDATE_CHANGED	00042	Sẽ cập nhập
139	SUCCESS	UPDATE_CHANGED	00051	Sẽ cập nhập
140	SUCCESS	UPDATE_CHANGED	00104	Sẽ cập nhập
141	SUCCESS	UPDATE_CHANGED	00139	Sẽ cập nhập
142	SUCCESS	UPDATE_CHANGED	00222	Sẽ cập nhập
143	SUCCESS	UPDATE_CHANGED	00225	Sẽ cập nhập
144	SUCCESS	UPDATE_CHANGED	00243	Sẽ cập nhập
145	SUCCESS	UPDATE_CHANGED	00004	Sẽ cập nhập
146	SUCCESS	UPDATE_CHANGED	00010	Sẽ cập nhập
147	SUCCESS	UPDATE_CHANGED	00042	Sẽ cập nhập
148	SUCCESS	UPDATE_CHANGED	00051	Sẽ cập nhập
149	SUCCESS	UPDATE_CHANGED	00104	Sẽ cập nhập
150	SUCCESS	UPDATE_CHANGED	00139	Sẽ cập nhập
151	SUCCESS	UPDATE_CHANGED	00222	Sẽ cập nhập
152	SUCCESS	UPDATE_CHANGED	00225	Sẽ cập nhập
153	SUCCESS	UPDATE_CHANGED	00243	Sẽ cập nhập
154	SUCCESS	UPDATE_CHANGED	00004	Sẽ cập nhập
155	SUCCESS	UPDATE_CHANGED	00010	Sẽ cập nhập
156	SUCCESS	UPDATE_CHANGED	00042	Sẽ cập nhập
157	SUCCESS	UPDATE_CHANGED	00051	Sẽ cập nhập
158	SUCCESS	UPDATE_CHANGED	00104	Sẽ cập nhập
159	SUCCESS	UPDATE_CHANGED	00139	Sẽ cập nhập
160	SUCCESS	UPDATE_CHANGED	00222	Sẽ cập nhập
161	SUCCESS	UPDATE_CHANGED	00225	Sẽ cập nhập
162	SUCCESS	UPDATE_CHANGED	00243	Sẽ cập nhập
163	SUCCESS	UPDATE_CHANGED	00004	Sẽ cập nhập
164	SUCCESS	UPDATE_CHANGED	00010	Sẽ cập nhập
165	SUCCESS	UPDATE_CHANGED	00042	Sẽ cập nhập
166	SUCCESS	UPDATE_CHANGED	00051	Sẽ cập nhập
167	SUCCESS	UPDATE_CHANGED	00104	Sẽ cập nhập
168	SUCCESS	UPDATE_CHANGED	00139	Sẽ cập nhập
169	SUCCESS	UPDATE_CHANGED	00222	Sẽ cập nhập
170	SUCCESS	UPDATE_CHANGED	00225	Sẽ cập nhập
171	SUCCESS	UPDATE_CHANGED	00243	Sẽ cập nhập
172	SUCCESS	UPDATE_CHANGED	00004	Sẽ cập nhập
173	SUCCESS	UPDATE_CHANGED	00010	Sẽ cập nhập
174	SUCCESS	UPDATE_CHANGED	00042	Sẽ cập nhập
175	SUCCESS	UPDATE_CHANGED	00051	Sẽ cập nhập
176	SUCCESS	UPDATE_CHANGED	00104	Sẽ cập nhập
177	SUCCESS	UPDATE_CHANGED	00139	Sẽ cập nhập
178	SUCCESS	UPDATE_CHANGED	00222	Sẽ cập nhập
179	SUCCESS	UPDATE_CHANGED	00225	Sẽ cập nhập
180	SUCCESS	UPDATE_CHANGED	00243	Sẽ cập nhập
181	SUCCESS	UPDATE_CHANGED	00004	Sẽ cập nhập
182	SUCCESS	UPDATE_CHANGED	00010	Sẽ cập nhập
183	SUCCESS	UPDATE_CHANGED	00042	Sẽ cập nhập
184	SUCCESS	UPDATE_CHANGED	00051	Sẽ cập nhập
185	SUCCESS	UPDATE_CHANGED	00104	Sẽ cập nhập
186	SUCCESS	UPDATE_CHANGED	00139	Sẽ cập nhập
187	SUCCESS	UPDATE_CHANGED	00222	Sẽ cập nhập
188	SUCCESS	UPDATE_CHANGED	00225	Sẽ cập nhập
189	SUCCESS	UPDATE_CHANGED	00243	Sẽ cập nhập
190	SUCCESS	UPDATE_CHANGED	00004	Sẽ cập nhập
191	SUCCESS	UPDATE_CHANGED	00010	Sẽ cập nhập
192	SUCCESS	UPDATE_CHANGED	00042	Sẽ cập nhập
193	SUCCESS	UPDATE_CHANGED	00051	Sẽ cập nhập
194	SUCCESS	UPDATE_CHANGED	00104	Sẽ cập nhập
195	SUCCESS	UPDATE_CHANGED	00139	Sẽ cập nhập
196	SUCCESS	UPDATE_CHANGED	00222	Sẽ cập nhập
197	SUCCESS	UPDATE_CHANGED	00225	Sẽ cập nhập
198	SUCCESS	UPDATE_CHANGED	00243	Sẽ cập nhập
199	SUCCESS	UPDATE_CHANGED	00004	Sẽ cập nhập
200	SUCCESS	UPDATE_CHANGED	00010	Sẽ cập nhập
201	SUCCESS	UPDATE_CHANGED	00042	Sẽ cập nhập
202	SUCCESS	UPDATE_CHANGED	00051	Sẽ cập nhập
203	SUCCESS	UPDATE_CHANGED	00104	Sẽ cập nhập
204	SUCCESS	UPDATE_CHANGED	00139	Sẽ cập nhập
205	SUCCESS	UPDATE_CHANGED	00222	Sẽ cập nhập
206	SUCCESS	UPDATE_CHANGED	00225	Sẽ cập nhập
207	SUCCESS	UPDATE_CHANGED	00243	Sẽ cập nhập
208	SUCCESS	UPDATE_CHANGED	00004	Sẽ cập nhập
209	SUCCESS	UPDATE_CHANGED	00010	Sẽ cập nhập
210	SUCCESS	UPDATE_CHANGED	00042	Sẽ cập nhập
211	SUCCESS	UPDATE_CHANGED	00051	Sẽ cập nhập
212	SUCCESS	UPDATE_CHANGED	00104	Sẽ cập nhập
213	SUCCESS	UPDATE_CHANGED	00139	Sẽ cập nhập
214	SUCCESS	UPDATE_CHANGED	00222	Sẽ cập nhập
215	SUCCESS	UPDATE_CHANGED	00225	Sẽ cập nhập
216	SUCCESS	UPDATE_CHANGED	00243	Sẽ cập nhập
217	SUCCESS	UPDATE_CHANGED	00004	Sẽ cập nhập
218	SUCCESS	UPDATE_CHANGED	00010	Sẽ cập nhập
219	SUCCESS	UPDATE_CHANGED	00042	Sẽ cập nhập
220	SUCCESS	UPDATE_CHANGED	00051	Sẽ cập nhập
221	SUCCESS	UPDATE_CHANGED	00104	Sẽ cập nhập
222	SUCCESS	UPDATE_CHANGED	00139	Sẽ cập nhập
223	SUCCESS	UPDATE_CHANGED	00222	Sẽ cập nhập
224	SUCCESS	UPDATE_CHANGED	00225	Sẽ cập nhập
225	SUCCESS	UPDATE_CHANGED	00243	Sẽ cập nhập
226	SUCCESS	UPDATE_CHANGED	00004	Sẽ cập nhập
227	SUCCESS	UPDATE_CHANGED	00010	Sẽ cập nhập
228	SUCCESS	UPDATE_CHANGED	00042	Sẽ cập nhập
229	SUCCESS	UPDATE_CHANGED	00051	Sẽ cập nhập
230	SUCCESS	UPDATE_CHANGED	00104	Sẽ cập nhập
231	SUCCESS	UPDATE_CHANGED	00139	Sẽ cập nhập
232	SUCCESS	UPDATE_CHANGED	00222	Sẽ cập nhập
233	SUCCESS	UPDATE_CHANGED	00225	Sẽ cập nhập
234	SUCCESS	UPDATE_CHANGED	00243	Sẽ cập nhập
235	SUCCESS	UPDATE_CHANGED	00004	Sẽ cập nhập
236	SUCCESS	UPDATE_CHANGED	00010	Sẽ cập nhập
237	SUCCESS	UPDATE_CHANGED	00042	Sẽ cập nhập
238	SUCCESS	UPDATE_CHANGED	00051	Sẽ cập nhập
239	SUCCESS	UPDATE_CHANGED	00104	Sẽ cập nhập
240	SUCCESS	UPDATE_CHANGED	00139	Sẽ cập nhập
241	SUCCESS	UPDATE_CHANGED	00222	Sẽ cập nhập
242	SUCCESS	UPDATE_CHANGED	00225	Sẽ cập nhập
243	SUCCESS	UPDATE_CHANGED	00243	Sẽ cập nhập
244	SUCCESS	UPDATE_CHANGED	00004	Sẽ cập nhập
245	SUCCESS	UPDATE_CHANGED	00010	Sẽ cập nhập
246	SUCCESS	UPDATE_CHANGED	00042	Sẽ cập nhập
247	SUCCESS	UPDATE_CHANGED	00051	Sẽ cập nhập
248	SUCCESS	UPDATE_CHANGED	00104	Sẽ cập nhập
249	SUCCESS	UPDATE_CHANGED	00139	Sẽ cập nhập
250	SUCCESS	UPDATE_CHANGED	00222	Sẽ cập nhập
251	SUCCESS	UPDATE_CHANGED	00225	Sẽ cập nhập
252	SUCCESS	UPDATE_CHANGED	00243	Sẽ cập nhập
253	SUCCESS	UPDATE_CHANGED	00004	Sẽ cập nhập
254	SUCCESS	UPDATE_CHANGED	00010	Sẽ cập nhập
255	SUCCESS	UPDATE_CHANGED	00042	Sẽ cập nhập
256	SUCCESS	UPDATE_CHANGED	00051	Sẽ cập nhập
257	SUCCESS	UPDATE_CHANGED	00104	Sẽ cập nhập
258	SUCCESS	UPDATE_CHANGED	00139	Sẽ cập nhập
259	SUCCESS	UPDATE_CHANGED	00222	Sẽ cập nhập
260	SUCCESS	UPDATE_CHANGED	00225	Sẽ cập nhập
261	SUCCESS	UPDATE_CHANGED	00243	Sẽ cập nhập
262	SUCCESS	UPDATE_CHANGED	00004	Sẽ cập nhập
263	SUCCESS	UPDATE_CHANGED	00010	Sẽ cập nhập
264	SUCCESS	UPDATE_CHANGED	00042	Sẽ cập nhập
265	SUCCESS	UPDATE_CHANGED	00051	Sẽ cập nhập
266	SUCCESS	UPDATE_CHANGED	00104	Sẽ cập nhập
267	SUCCESS	UPDATE_CHANGED	00139	Sẽ cập nhập
268	SUCCESS	UPDATE_CHANGED	00222	Sẽ cập nhập
269	SUCCESS	UPDATE_CHANGED	00225	Sẽ cập nhập
270	SUCCESS	UPDATE_CHANGED	00243	Sẽ cập nhập
271	SUCCESS	UPDATE_CHANGED	00004	Sẽ cập nhập
272	SUCCESS	UPDATE_CHANGED	00010	Sẽ cập nhập
273	SUCCESS	UPDATE_CHANGED	00042	Sẽ cập nhập
274	SUCCESS	UPDATE_CHANGED	00051	Sẽ cập nhập
275	SUCCESS	UPDATE_CHANGED	00104	Sẽ cập nhập
276	SUCCESS	UPDATE_CHANGED	00139	Sẽ cập nhập
277	SUCCESS	UPDATE_CHANGED	00222	Sẽ cập nhập
278	SUCCESS	UPDATE_CHANGED	00225	Sẽ cập nhập
279	SUCCESS	UPDATE_CHANGED	00243	Sẽ cập nhập
